id,price,total_sqft,site_location,size,availability
2883,47.8,614,Hingne Khurd,2,1
2889,48,655,Hingne Khurd,1,0
2981,48,1210,Hingne Khurd,3,1
2999,48,575,Hingne Khurd,1,1
3113,49,340,Hingne Khurd,1,0
3122,49,1500,Hingne Khurd,3,1
3412,50,510,Hingne Khurd,1,0
3530,51.48,446,Hingne Khurd,1,0
3618,52,657,Hingne Khurd,1,0
3740,52.86,890,Hingne Khurd,2,0
3895,54,600,Hingne Khurd,1,1
4027,55,1200,Hingne Khurd,2,0
4254,55.25,723,Hingne Khurd,2,1
4331,56,910,Hingne Khurd,2,0
4382,56,584,Hingne Khurd,2,1
4391,56,740,Hingne Khurd,2,1
4402,56,1130,Hingne Khurd,2,1
4432,56.41,630,Hingne Khurd,1,1
4502,57,600,Hingne Khurd,1,0
4864,60,684,Hingne Khurd,2,1
4916,60,1700,Hingne Khurd,3,0
4997,60,798,Hingne Khurd,2,1
5072,60,650,Hingne Khurd,1,0
5147,61,950,Hingne Khurd,2,1
5158,61,1250,Hingne Khurd,2,0
5253,62,1140,Hingne Khurd,2,0
5558,65,487,Hingne Khurd,2,1
5764,65,750,Hingne Khurd,1,0
5775,65,2000,Hingne Khurd,3,0
5832,66,685,Hingne Khurd,2,0
5866,66,850,Hingne Khurd,2,1
5932,67,300,Hingne Khurd,1,0
5940,67,750,Hingne Khurd,2,0
6139,68.63,455,Hingne Khurd,2,1
6278,70,500,Hingne Khurd,1,1
6303,70,2250,Hingne Khurd,2,1
22,12,680,Jangali Maharaj Road,1,0
57,15,650,Jangali Maharaj Road,1,0
323,25.53,715,Jangali Maharaj Road,1,0
338,26,380,Jangali Maharaj Road,1,0
384,27,850,Jangali Maharaj Road,1,0
398,27,800,Jangali Maharaj Road,2,0
440,28,1305,Jangali Maharaj Road,3,0
627,31.48,385,Jangali Maharaj Road,1,0
642,31.77,1350,Jangali Maharaj Road,3,0
666,32,907,Jangali Maharaj Road,2,0
775,33,1100,Jangali Maharaj Road,2,0
814,33.53,610,Jangali Maharaj Road,1,0
882,34.5,1200,Jangali Maharaj Road,2,0
990,35,2195,Jangali Maharaj Road,3,1
1065,35.88,425,Jangali Maharaj Road,1,0
1071,36,540,Jangali Maharaj Road,1,0
1083,36,846,Jangali Maharaj Road,2,1
1133,36.1,1340,Jangali Maharaj Road,3,1
1349,38.15,1000,Jangali Maharaj Road,2,0
1398,39,689,Jangali Maharaj Road,1,0
1511,39.9,1050,Jangali Maharaj Road,2,0
1531,40,1050,Jangali Maharaj Road,2,0
1624,40,790,Jangali Maharaj Road,2,0
1657,40,3000,Jangali Maharaj Road,5,0
1728,40.5,966,Jangali Maharaj Road,2,0
1743,40.6,1655,Jangali Maharaj Road,3,0
1823,41.16,1850,Jangali Maharaj Road,3,0
1831,41.38,1500,Jangali Maharaj Road,3,0
1869,42,1129,Jangali Maharaj Road,2,0
1878,42,1225,Jangali Maharaj Road,2,0
2212,44,1040,Jangali Maharaj Road,2,1
2375,45,5460,Jangali Maharaj Road,4,0
2550,45.6,1500,Jangali Maharaj Road,2,0
2591,46,788,Jangali Maharaj Road,3,1
2600,46,899,Jangali Maharaj Road,2,0
2618,46,600,Jangali Maharaj Road,1,0
2902,48,1026,Jangali Maharaj Road,2,1
3012,48,1200,Jangali Maharaj Road,3,0
3070,48.95,650,Jangali Maharaj Road,1,1
3094,49,1180,Jangali Maharaj Road,3,1
3386,50,950,Jangali Maharaj Road,2,0
3598,52,650,Jangali Maharaj Road,1,0
3657,52,650,Jangali Maharaj Road,1,1
3726,52.75,650,Jangali Maharaj Road,1,1
3944,54.5,956,Jangali Maharaj Road,2,0
3975,55,1050,Jangali Maharaj Road,2,0
3980,55,1130,Jangali Maharaj Road,3,0
3986,55,1890,Jangali Maharaj Road,4,0
4021,55,528,Jangali Maharaj Road,1,0
4035,55,1350,Jangali Maharaj Road,3,0
4069,55,580,Jangali Maharaj Road,1,0
4131,55,1251,Jangali Maharaj Road,3,1
4142,55,505,Jangali Maharaj Road,1,1
4460,56.9,660,Jangali Maharaj Road,1,0
4471,57,478,Jangali Maharaj Road,1,0
4767,59,641,Jangali Maharaj Road,2,1
4777,59,1118,Jangali Maharaj Road,3,1
4799,59,720,Jangali Maharaj Road,2,1
5024,60,1300,Jangali Maharaj Road,2,0
5217,62,1060,Jangali Maharaj Road,2,1
5232,62,600,Jangali Maharaj Road,1,0
5265,62,996,Jangali Maharaj Road,2,1
5444,64,1055,Jangali Maharaj Road,2,1
5451,64.05,1001,Jangali Maharaj Road,2,0
5510,65,1227,Jangali Maharaj Road,2,0
5611,65,980,Jangali Maharaj Road,1,0
5667,65,1060,Jangali Maharaj Road,2,1
5796,65.01,907,Jangali Maharaj Road,3,0
5845,66,825,Jangali Maharaj Road,1,0
5902,66.73,1750,Jangali Maharaj Road,3,1
5956,67,700,Jangali Maharaj Road,1,0
6055,68,1095,Jangali Maharaj Road,3,1
6209,69,980,Jangali Maharaj Road,2,1
6252,70,1250,Jangali Maharaj Road,3,1
6306,70,1800,Jangali Maharaj Road,3,1
6331,70,940,Jangali Maharaj Road,3,0
6339,70,700,Jangali Maharaj Road,1,1
8,10.25,1356,Kalyani Nagar,3,0
30,13.5,1114,Kalyani Nagar,2,0
69,16,650,Kalyani Nagar,1,0
89,16.5,1635,Kalyani Nagar,3,0
172,20,1650,Kalyani Nagar,3,0
246,24.5,1695,Kalyani Nagar,3,1
247,24.5,1579,Kalyani Nagar,3,1
347,26,1650,Kalyani Nagar,3,0
361,26.49,640,Kalyani Nagar,1,1
476,29,610,Kalyani Nagar,1,1
639,31.57,450,Kalyani Nagar,1,0
880,34.5,1227,Kalyani Nagar,2,0
1124,36,687,Kalyani Nagar,1,1
1196,37,915,Kalyani Nagar,2,0
1329,38,635,Kalyani Nagar,1,0
1457,39,1200,Kalyani Nagar,3,0
1480,39.5,1360,Kalyani Nagar,3,0
1512,39.9,1250,Kalyani Nagar,2,0
1543,40,1766,Kalyani Nagar,3,1
1575,40,560,Kalyani Nagar,1,0
1809,41,1135,Kalyani Nagar,2,0
2273,44.73,1100,Kalyani Nagar,2,0
2400,45,595,Kalyani Nagar,1,0
2418,45,5000,Kalyani Nagar,5,1
2426,45,1101,Kalyani Nagar,3,1
2489,45,728,Kalyani Nagar,1,1
2542,45.5,888,Kalyani Nagar,2,0
2560,45.8,1000,Kalyani Nagar,2,1
2608,46,1000,Kalyani Nagar,2,0
2791,47,1196,Kalyani Nagar,3,1
2905,48,1010,Kalyani Nagar,2,0
3022,48.27,1166,Kalyani Nagar,2,1
3046,48.51,599,Kalyani Nagar,2,1
3085,49,981,Kalyani Nagar,1,1
3230,50,1100,Kalyani Nagar,3,1
3354,50,3150,Kalyani Nagar,3,1
3376,50,1220,Kalyani Nagar,2,0
3394,50,650,Kalyani Nagar,1,0
3452,50.66,650,Kalyani Nagar,1,0
3476,51,1250,Kalyani Nagar,2,1
3478,51,510,Kalyani Nagar,1,0
3514,51,400,Kalyani Nagar,1,1
3521,51.15,650,Kalyani Nagar,1,1
3738,52.85,2000,Kalyani Nagar,3,0
3754,53,1100,Kalyani Nagar,3,0
3781,53,1660,Kalyani Nagar,3,1
3818,53.33,925,Kalyani Nagar,2,0
4001,55,1050,Kalyani Nagar,2,0
4082,55,1050,Kalyani Nagar,2,0
4112,55,1145,Kalyani Nagar,2,0
4280,55.78,680,Kalyani Nagar,1,0
4291,56,600,Kalyani Nagar,2,0
4652,58,880,Kalyani Nagar,2,0
4878,60,1122,Kalyani Nagar,1,1
4979,60,572,Kalyani Nagar,1,1
5076,60,905,Kalyani Nagar,2,0
5077,60,902,Kalyani Nagar,2,0
5122,60.5,1750,Kalyani Nagar,3,0
5130,60.81,1000,Kalyani Nagar,2,0
5166,61,575,Kalyani Nagar,1,0
5167,61,2465,Kalyani Nagar,4,0
5254,62,901,Kalyani Nagar,2,1
5394,63,607,Kalyani Nagar,1,0
5516,65,518,Kalyani Nagar,1,0
5681,65,645,Kalyani Nagar,1,0
5761,65,594,Kalyani Nagar,1,1
5855,66,1190,Kalyani Nagar,2,0
5916,67,640,Kalyani Nagar,1,0
6033,68,461,Kalyani Nagar,1,1
6109,68,956,Kalyani Nagar,2,0
6157,69,952,Kalyani Nagar,2,0
6164,69,1281,Kalyani Nagar,2,0
126,18.5,1687,Karve Nagar,3,0
147,19.9,580,Karve Nagar,1,0
206,22.14,1100,Karve Nagar,2,1
275,25,1500,Karve Nagar,3,0
421,28,1230,Karve Nagar,2,0
434,28,575,Karve Nagar,1,1
459,28.5,635,Karve Nagar,1,1
643,31.83,1200,Karve Nagar,3,0
676,32,1310,Karve Nagar,3,1
864,34,370,Karve Nagar,1,0
915,35,1150,Karve Nagar,2,0
964,35,400,Karve Nagar,1,0
1045,35.24,575,Karve Nagar,1,1
1534,40,1777,Karve Nagar,3,0
1642,40,620,Karve Nagar,1,0
1653,40,1055,Karve Nagar,2,0
1680,40,1006,Karve Nagar,2,1
1774,41,800,Karve Nagar,2,0
1803,41,1060,Karve Nagar,2,0
1891,42,1200,Karve Nagar,2,0
2036,42.83,630,Karve Nagar,1,1
2381,45,645,Karve Nagar,1,0
2416,45,1050,Karve Nagar,2,1
2592,46,788,Karve Nagar,3,1
2603,46,540,Karve Nagar,1,0
2605,46,1300,Karve Nagar,3,0
2726,46.45,905,Karve Nagar,2,0
2802,47,700,Karve Nagar,1,0
3064,48.79,1050,Karve Nagar,2,0
3114,49,340,Karve Nagar,1,0
3315,50,1060,Karve Nagar,2,0
3368,50,650,Karve Nagar,1,0
3999,55,1150,Karve Nagar,2,0
4132,55,510,Karve Nagar,1,1
4167,55,3050,Karve Nagar,5,1
4318,56,385,Karve Nagar,1,0
4360,56,1250,Karve Nagar,2,0
4413,56.12,420,Karve Nagar,1,0
4428,56.35,420,Karve Nagar,1,0
4517,57,640,Karve Nagar,1,0
4560,57.5,324,Karve Nagar,1,0
4583,58,1386,Karve Nagar,3,1
4705,58,1127,Karve Nagar,3,1
4877,60,1115,Karve Nagar,1,0
5011,60,1250,Karve Nagar,2,0
5103,60,880,Karve Nagar,2,0
5159,61,1150,Karve Nagar,2,0
5324,62.63,450,Karve Nagar,1,0
5549,65,1050,Karve Nagar,2,0
5624,65,888,Karve Nagar,2,1
5644,65,880,Karve Nagar,2,0
5682,65,645,Karve Nagar,1,0
5728,65,590,Karve Nagar,1,1
5770,65,720,Karve Nagar,1,0
6019,68,750,Karve Nagar,2,0
6204,69,630,Karve Nagar,1,1
6245,69.84,675,Karve Nagar,1,0
41,14,650,Karve Road,1,0
118,18,555,Karve Road,1,0
362,26.5,690,Karve Road,1,1
363,26.5,900,Karve Road,2,1
466,28.88,540,Karve Road,1,1
472,29,688,Karve Road,1,1
590,30.38,1350,Karve Road,3,0
604,30.84,1450,Karve Road,3,0
668,32,1525,Karve Road,2,1
673,32,1850,Karve Road,3,1
715,32.49,2200,Karve Road,3,0
765,33,1376,Karve Road,3,0
1072,36,560,Karve Road,1,1
1252,37.8,585,Karve Road,1,0
1371,38.5,350,Karve Road,1,0
1393,38.92,1235,Karve Road,2,0
1405,39,1045,Karve Road,2,0
1588,40,4200,Karve Road,5,0
1738,40.54,693,Karve Road,1,1
1887,42,600,Karve Road,1,0
2197,44,660,Karve Road,1,1
2589,46,1075,Karve Road,2,1
2705,46.13,650,Karve Road,1,0
2709,46.14,650,Karve Road,1,0
2763,46.9,705,Karve Road,2,0
2986,48,650,Karve Road,1,0
3130,49,1763,Karve Road,4,1
3262,50,710,Karve Road,2,0
3265,50,1080,Karve Road,2,0
3462,50.75,1450,Karve Road,3,0
3524,51.26,1000,Karve Road,2,1
3562,52,1505,Karve Road,3,0
3619,52,1020,Karve Road,2,0
3666,52,1060,Karve Road,2,1
3881,54,1495,Karve Road,3,0
4178,55,1137,Karve Road,2,1
4246,55.08,1240,Karve Road,2,1
4332,56,595,Karve Road,1,0
4378,56,1735,Karve Road,3,1
4416,56.12,585,Karve Road,1,0
4417,56.12,1250,Karve Road,2,1
4429,56.4,650,Karve Road,1,0
4591,58,800,Karve Road,1,0
4686,58,580,Karve Road,1,0
4815,59.32,894,Karve Road,2,1
4830,59.74,910,Karve Road,2,1
4851,60,685,Karve Road,1,1
4925,60,1335,Karve Road,4,1
5066,60,1023,Karve Road,3,1
5098,60,940,Karve Road,2,0
5179,61.25,650,Karve Road,1,0
5246,62,2000,Karve Road,4,0
5305,62.1,225,Karve Road,1,0
5468,64.39,1260,Karve Road,2,1
5522,65,1150,Karve Road,2,1
5702,65,560,Karve Road,1,0
5914,67,1195,Karve Road,2,0
5942,67,660,Karve Road,1,0
6243,69.76,1109,Karve Road,2,1
24,12.5,2100,Kasba Peth,4,0
68,16,765,Kasba Peth,1,0
70,16,1760,Kasba Peth,3,0
140,19.5,1475,Kasba Peth,3,0
185,21.28,1088,Kasba Peth,2,0
288,25,529,Kasba Peth,1,1
291,25,1260,Kasba Peth,2,0
372,27,710,Kasba Peth,1,0
411,27.5,900,Kasba Peth,2,0
667,32,1175,Kasba Peth,2,0
696,32,1256,Kasba Peth,2,0
704,32,1305,Kasba Peth,2,1
859,34,600,Kasba Peth,1,0
973,35,768,Kasba Peth,2,0
1098,36,1050,Kasba Peth,2,0
1126,36,1000,Kasba Peth,2,0
1205,37,750,Kasba Peth,2,0
1435,39,1030,Kasba Peth,3,1
1479,39.5,650,Kasba Peth,1,0
1901,42,1170,Kasba Peth,2,0
1971,42,1225,Kasba Peth,3,0
2075,43,641,Kasba Peth,1,0
2089,43,596,Kasba Peth,1,1
2135,43.58,620,Kasba Peth,1,0
2267,44.5,1650,Kasba Peth,3,1
2293,45,665,Kasba Peth,2,0
2322,45,1800,Kasba Peth,3,0
2435,45,1800,Kasba Peth,3,0
2440,45,480,Kasba Peth,1,1
2593,46,675,Kasba Peth,1,1
2615,46,1135,Kasba Peth,2,0
2756,46.79,1555,Kasba Peth,3,0
2969,48,710,Kasba Peth,2,1
2985,48,650,Kasba Peth,1,0
3058,48.75,797,Kasba Peth,3,1
3205,50,650,Kasba Peth,1,0
3213,50,961,Kasba Peth,2,0
3218,50,1270,Kasba Peth,3,0
3224,50,1100,Kasba Peth,2,0
3285,50,676,Kasba Peth,2,1
3357,50,1250,Kasba Peth,3,1
3358,50,1040,Kasba Peth,2,1
3399,50,700,Kasba Peth,1,0
3481,51,800,Kasba Peth,2,0
3513,51,850,Kasba Peth,2,1
3710,52.5,670,Kasba Peth,1,1
3865,54,500,Kasba Peth,1,0
3889,54,890,Kasba Peth,2,0
4054,55,943,Kasba Peth,3,1
4096,55,1275,Kasba Peth,2,1
4141,55,580,Kasba Peth,1,1
4159,55,580,Kasba Peth,2,1
4185,55,1050,Kasba Peth,2,0
4469,57,675,Kasba Peth,1,0
4745,59,950,Kasba Peth,2,0
4789,59,1475,Kasba Peth,2,1
4791,59,742,Kasba Peth,2,1
4957,60,820,Kasba Peth,2,1
4995,60,838,Kasba Peth,2,1
4999,60,300,Kasba Peth,1,0
5301,62,550,Kasba Peth,1,0
5321,62.55,2400,Kasba Peth,4,0
5435,64,1280,Kasba Peth,3,1
5441,64,990,Kasba Peth,2,0
5985,67.4,1000,Kasba Peth,2,0
6002,67.77,650,Kasba Peth,2,0
6313,70,1110,Kasba Peth,2,1
9,10.25,1680,Katraj,3,0
194,22,415,Katraj,1,1
435,28,675,Katraj,1,1
561,30,1300,Katraj,3,0
598,30.75,650,Katraj,1,0
719,32.49,1350,Katraj,3,0
901,34.82,1150,Katraj,2,0
961,35,730,Katraj,2,0
1024,35,650,Katraj,2,0
1150,36.5,500,Katraj,1,0
1381,38.55,1540,Katraj,3,0
1515,39.95,585,Katraj,1,0
1608,40,1561,Katraj,3,1
1678,40,850,Katraj,2,0
1801,41,700,Katraj,1,0
1911,42,600,Katraj,2,0
1913,42,1149,Katraj,3,0
2154,43.82,1500,Katraj,3,0
2189,44,980,Katraj,2,1
2310,45,730,Katraj,1,1
2342,45,860,Katraj,2,0
2456,45,1600,Katraj,3,0
2483,45,879,Katraj,2,1
2505,45,575,Katraj,1,0
2537,45.48,500,Katraj,1,1
2538,45.5,1266,Katraj,3,0
2687,46,900,Katraj,2,0
2692,46,2310,Katraj,3,0
2720,46.39,902,Katraj,2,0
2787,47,697,Katraj,2,1
2807,47,750,Katraj,1,0
2896,48,820,Katraj,2,1
3183,49.86,1906,Katraj,4,1
3186,49.88,709,Katraj,2,1
3247,50,1440,Katraj,3,0
3249,50,1015,Katraj,2,0
3409,50,3200,Katraj,5,0
3629,52,1060,Katraj,2,1
3655,52,580,Katraj,1,1
3720,52.59,720,Katraj,1,0
3723,52.7,930,Katraj,2,1
3848,53.6,575,Katraj,1,0
3961,54.79,1065,Katraj,2,0
3983,55,1491,Katraj,3,1
3996,55,2660,Katraj,4,0
4030,55,850,Katraj,2,0
4042,55,538,Katraj,2,1
4090,55,2621,Katraj,4,1
4199,55,1010,Katraj,2,0
4242,55,1650,Katraj,3,1
4324,56,795,Katraj,2,0
4359,56,1586,Katraj,3,0
4719,58.27,1656,Katraj,3,1
4755,59,962,Katraj,2,0
4888,60,742,Katraj,1,0
4892,60,625,Katraj,1,1
4984,60,506,Katraj,1,0
5068,60,645,Katraj,2,1
5079,60,350,Katraj,1,0
5149,61,1100,Katraj,2,1
5227,62,650,Katraj,1,0
5464,64.15,700,Katraj,1,0
5560,65,342,Katraj,1,1
5699,65,760,Katraj,1,0
5732,65,590,Katraj,1,0
5826,66,400,Katraj,1,1
5897,66.5,565,Katraj,1,0
5908,67,957,Katraj,3,1
6095,68,2300,Katraj,3,1
6102,68,385,Katraj,1,0
6107,68,610,Katraj,1,0
6119,68.2,460,Katraj,1,0
6167,69,1850,Katraj,3,0
6186,69,500,Katraj,2,0
6237,69.61,1385,Katraj,3,1
196,22,1100,Khadaki,2,0
216,22.8,765,Khadaki,1,1
340,26,620,Khadaki,2,0
481,29,1155,Khadaki,2,1
493,29.35,665,Khadaki,1,1
933,35,690,Khadaki,1,0
1026,35,645,Khadaki,1,0
1033,35.11,245,Khadaki,1,1
1192,37,880,Khadaki,2,0
1305,38,500,Khadaki,1,0
1336,38,1205,Khadaki,2,0
1375,38.5,1195,Khadaki,2,0
1423,39,1220,Khadaki,2,1
1727,40.5,1302,Khadaki,3,0
1818,41,620,Khadaki,1,0
1915,42,650,Khadaki,1,0
2015,42.6,1102,Khadaki,2,0
2265,44.5,1215,Khadaki,2,0
2373,45,715,Khadaki,1,1
2472,45,1450,Khadaki,2,1
2502,45,695,Khadaki,1,0
2580,45.95,610,Khadaki,1,0
2742,46.55,580,Khadaki,1,0
2884,47.86,1104,Khadaki,3,1
2936,48,707,Khadaki,2,1
3000,48,1400,Khadaki,3,1
3015,48.06,809,Khadaki,2,1
3211,50,950,Khadaki,2,0
3363,50,600,Khadaki,1,0
3375,50,920,Khadaki,2,0
3605,52,800,Khadaki,2,0
3650,52,772,Khadaki,2,1
3691,52.32,618,Khadaki,1,1
3796,53,700,Khadaki,1,1
3919,54,1264,Khadaki,2,1
3923,54,665,Khadaki,1,0
3955,54.65,1680,Khadaki,3,0
4113,55,925,Khadaki,2,0
4137,55,615,Khadaki,1,1
4317,56,585,Khadaki,1,0
4601,58,850,Khadaki,2,1
4837,59.8,750,Khadaki,1,1
5132,60.84,515,Khadaki,1,0
5240,62,1435,Khadaki,2,0
5437,64,1055,Khadaki,2,1
5633,65,975,Khadaki,2,1
5687,65,950,Khadaki,2,0
5709,65,572,Khadaki,1,0
5984,67.4,600,Khadaki,1,0
6051,68,720,Khadaki,2,1
6082,68,2500,Khadaki,4,1
105,17,740,Khadki,1,0
332,25.88,600,Khadki,1,0
353,26,410,Khadki,1,1
431,28,1179,Khadki,2,1
467,28.88,1135,Khadki,2,1
478,29,1150,Khadki,2,1
821,33.64,1500,Khadki,3,0
832,33.92,1300,Khadki,2,0
1001,35,620,Khadki,1,0
1008,35,546,Khadki,1,0
1269,38,1361,Khadki,2,0
1321,38,908,Khadki,2,1
1469,39.29,1300,Khadki,3,0
1717,40.44,1100,Khadki,2,0
1776,41,600,Khadki,1,0
1872,42,1000,Khadki,2,0
1898,42,570,Khadki,1,0
1997,42.5,650,Khadki,1,0
2098,43,965,Khadki,2,1
2123,43.5,1065,Khadki,2,1
2326,45,1150,Khadki,2,0
2666,46,640,Khadki,1,0
2702,46.1,580,Khadki,1,0
2760,46.8,325,Khadki,1,0
2809,47,239,Khadki,1,1
2830,47,958,Khadki,3,1
2855,47.25,540,Khadki,2,1
3132,49.02,800,Khadki,2,0
3162,49.5,600,Khadki,1,0
3222,50,950,Khadki,2,0
3256,50,1150,Khadki,2,0
3318,50,640,Khadki,1,1
3427,50,570,Khadki,1,0
3445,50.4,1170,Khadki,2,0
3624,52,800,Khadki,2,0
3636,52,1082,Khadki,2,1
3737,52.82,2000,Khadki,4,0
3876,54,695,Khadki,1,0
3959,54.79,800,Khadki,2,0
3976,55,700,Khadki,1,0
4012,55,577,Khadki,1,0
4041,55,675,Khadki,1,0
4240,55,570,Khadki,1,0
4288,55.99,650,Khadki,1,0
4518,57,1100,Khadki,2,1
4540,57,1000,Khadki,2,0
4608,58,560,Khadki,1,0
4703,58,960,Khadki,2,0
4796,59,963,Khadki,3,1
5007,60,840,Khadki,2,1
5138,60.98,600,Khadki,1,0
5294,62,900,Khadki,2,1
5423,64,1950,Khadki,4,1
5547,65,926,Khadki,2,1
5655,65,650,Khadki,1,1
5736,65,570,Khadki,1,0
5757,65,575,Khadki,1,1
5798,65.11,550,Khadki,1,1
5952,67,972,Khadki,2,1
5955,67,930,Khadki,2,1
5957,67,650,Khadki,1,0
6244,69.84,1125,Khadki,2,1
6295,70,380,Khadki,1,0
6324,70,1200,Khadki,2,1
6337,70,1180,Khadki,2,1
6340,70,995,Khadki,2,1
20,12,1150,Kharadi,2,0
117,18,1150,Kharadi,2,0
170,20,1630,Kharadi,3,0
224,23,2030,Kharadi,3,1
282,25,1014,Kharadi,2,0
337,26,1450,Kharadi,2,0
341,26,1250,Kharadi,2,1
388,27,620,Kharadi,1,0
446,28,500,Kharadi,1,0
486,29,655,Kharadi,1,0
542,30,574,Kharadi,1,0
924,35,2200,Kharadi,3,0
1142,36.37,1450,Kharadi,3,1
1388,38.68,640,Kharadi,1,0
1577,40,1530,Kharadi,3,1
1622,40,1396,Kharadi,3,0
1698,40.25,1980,Kharadi,3,0
1786,41,1500,Kharadi,3,0
1815,41,1150,Kharadi,2,0
1821,41.13,1250,Kharadi,2,0
1956,42,441,Kharadi,1,0
2165,44,600,Kharadi,1,0
2372,45,1125,Kharadi,2,1
2501,45,600,Kharadi,1,0
2708,46.13,665,Kharadi,1,0
2848,47.1,650,Kharadi,1,0
2893,48,700,Kharadi,1,1
3096,49,340,Kharadi,1,0
3169,49.6,1600,Kharadi,3,1
3204,50,1220,Kharadi,2,0
3251,50,1050,Kharadi,2,0
3293,50,550,Kharadi,1,0
3320,50,1031,Kharadi,2,0
3384,50,1190,Kharadi,2,0
3561,52,1044,Kharadi,3,1
3786,53,965,Kharadi,2,0
3815,53.12,904,Kharadi,2,1
4038,55,1300,Kharadi,2,1
4094,55,2420,Kharadi,4,1
4345,56,710,Kharadi,1,0
4361,56,635,Kharadi,1,1
4456,56.81,500,Kharadi,1,0
4476,57,600,Kharadi,1,0
4529,57,950,Kharadi,2,0
4567,57.6,1200,Kharadi,3,0
4658,58,950,Kharadi,2,0
4728,58.5,1836,Kharadi,3,1
4749,59,905,Kharadi,2,1
4880,60,960,Kharadi,1,0
5033,60,1350,Kharadi,3,0
5170,61,550,Kharadi,1,0
5171,61,550,Kharadi,1,0
5299,62,680,Kharadi,1,0
5413,63.93,1185,Kharadi,2,1
5623,65,1944,Kharadi,4,1
5643,65,1055,Kharadi,2,1
5657,65,547,Kharadi,1,1
5739,65,850,Kharadi,2,0
5871,66,890,Kharadi,2,0
5910,67,3500,Kharadi,4,0
5935,67,550,Kharadi,1,0
5990,67.48,880,Kharadi,2,0
6009,68,1155,Kharadi,2,1
6103,68,2200,Kharadi,3,0
6160,69,1040,Kharadi,2,0
6304,70,2250,Kharadi,3,1
6309,70,930,Kharadi,2,1
228,23,1620,Kondhwa,3,1
254,24.88,425,Kondhwa,1,0
261,25,650,Kondhwa,1,0
305,25.12,1080,Kondhwa,2,0
391,27,1100,Kondhwa,2,0
551,30,600,Kondhwa,2,0
616,31,1170,Kondhwa,3,0
761,33,1296,Kondhwa,2,0
852,34,1000,Kondhwa,2,0
1025,35,655,Kondhwa,1,0
1070,36,340,Kondhwa,1,0
1101,36,612,Kondhwa,1,0
1188,37,495,Kondhwa,1,0
1224,37.28,560,Kondhwa,1,0
1297,38,510,Kondhwa,1,1
1335,38,1000,Kondhwa,2,0
1358,38.34,650,Kondhwa,2,0
1363,38.4,550,Kondhwa,1,0
1424,39,2703,Kondhwa,4,0
1459,39,2150,Kondhwa,3,0
1501,39.77,1180,Kondhwa,2,0
1578,40,940,Kondhwa,2,0
1739,40.55,640,Kondhwa,1,0
1975,42.04,1055,Kondhwa,2,1
2101,43.04,1400,Kondhwa,2,1
2137,43.59,1634,Kondhwa,3,1
2213,44,994,Kondhwa,2,1
2275,44.8,650,Kondhwa,2,0
2331,45,1145,Kondhwa,2,0
2347,45,1000,Kondhwa,2,1
2606,46,1022,Kondhwa,2,0
2757,46.8,1700,Kondhwa,3,0
2822,47,600,Kondhwa,1,1
2858,47.25,3000,Kondhwa,4,1
2914,48,999,Kondhwa,2,1
3045,48.51,480,Kondhwa,1,1
3401,50,962,Kondhwa,2,0
3402,50,688,Kondhwa,1,0
3424,50,450,Kondhwa,1,0
3638,52,390,Kondhwa,1,0
3706,52.5,970,Kondhwa,2,0
3727,52.76,600,Kondhwa,1,1
3821,53.35,538,Kondhwa,1,1
4005,55,577,Kondhwa,1,0
4057,55,611,Kondhwa,2,1
4190,55,650,Kondhwa,1,0
4270,55.5,820,Kondhwa,2,1
4297,56,394,Kondhwa,1,1
4425,56.25,680,Kondhwa,1,1
4617,58,500,Kondhwa,1,0
4704,58,810,Kondhwa,2,1
4727,58.5,825,Kondhwa,2,1
4806,59,650,Kondhwa,1,0
4846,60,1072,Kondhwa,3,1
4920,60,418,Kondhwa,2,1
4930,60,960,Kondhwa,2,0
5029,60,1525,Kondhwa,3,1
5284,62,450,Kondhwa,1,0
5358,63,495,Kondhwa,1,0
5363,63,550,Kondhwa,1,0
5561,65,383,Kondhwa,1,1
5603,65,750,Kondhwa,1,0
5660,65,853,Kondhwa,2,1
5831,66,580,Kondhwa,1,0
5846,66,1050,Kondhwa,2,0
5976,67.3,565,Kondhwa,1,0
6032,68,703,Kondhwa,2,1
6069,68,605,Kondhwa,1,0
6232,69.5,1260,Kondhwa,2,1
6250,69.99,660,Kondhwa,1,0
375,27,950,Kondhwa Budruk,2,0
400,27,770,Kondhwa Budruk,1,1
404,27,416,Kondhwa Budruk,1,0
492,29.25,650,Kondhwa Budruk,1,1
555,30,1050,Kondhwa Budruk,2,0
558,30,1760,Kondhwa Budruk,3,0
764,33,1903,Kondhwa Budruk,4,0
767,33,1706,Kondhwa Budruk,3,0
792,33.06,900,Kondhwa Budruk,2,0
891,34.65,1400,Kondhwa Budruk,3,0
1002,35,935,Kondhwa Budruk,2,0
1052,35.4,800,Kondhwa Budruk,2,0
1523,40,695,Kondhwa Budruk,1,0
1587,40,2150,Kondhwa Budruk,3,0
1749,40.61,590,Kondhwa Budruk,1,0
1800,41,1130,Kondhwa Budruk,2,0
1840,41.51,1505,Kondhwa Budruk,3,1
1964,42,2300,Kondhwa Budruk,4,0
2017,42.67,1250,Kondhwa Budruk,2,0
2021,42.74,1100,Kondhwa Budruk,2,0
2027,42.79,900,Kondhwa Budruk,3,1
2244,44.08,1390,Kondhwa Budruk,3,1
